Age,Sex,City,Marial Status,Education,Working,Sector,Working Type,Experience,Income,Abroad Ex,Abroad year,Online Shopping Frequency,Research before purchase,Smartphone ,Laptop,Desktop,Tablet,Some products I bought are sold only online ,Alisveris merkezine gitmemek icin,Al?? veri? yapmas?n? sevmiyorum. Zorunluluk olmad?kça yapmamaya çal???yorum,Al?? veri?e gitmekten ho?lanm?yorum,Al??veri? için yol ve zaman tasarrufu,Al??veri? merkezi kalabal???na girmemek ve elimde e?ya ta??mamak,Al??veri?e ç?kmaktan nefret etme,The product I am looking for is not available in the city I am in ,Bir yere gitmek zorunda olmadan al??veri? yapmak,Bulundu?um yerden hareket etmek zorunda olmama,There are more payment options ,There are more product options ,Daha güvenilir olmas? ,Shopping faster ,Daha kolay olmas?,"Daha kolay olmas?, oturdu?un yerden yapabilmek",Daha sa?lam gelmesi,Denemekle ugrasmamak icin..,Denenmemis urun alabilmek,Direkt depodan temiz gelmesi.,Price comparison ,Fiziksel olarak al??veri? yapacak zaman olmamas?,Gezerek/ürünü arayarak yorulmama,Gezmek zorunda kalmamak büyük bir avantaj ,Gidip gezme yorgunlu?u ve zaman kayb?n? ya?amamak,Kap?ya kadar hizmet,Kargonun eve gelmesi.,"Kolay, bir yere gitmeye gerek yok. Tek t?kla al ve daha ucuz. ",Kullanm?yorum,Ma?azalar?n uzak olup gidip ma?azadan almaya her zaman vakit bulamamam.,Ma?azaya gidip görmek yerine hepsini bi monitörden görebikiyorum.K?sacas? ü?engeç olu?um.,Ma?azaya gidip zaman harcamamak için ,Offline al??veri? yapmaya zaman bulamamak.,Pratik,Promotions and Discounts ,Rahat ürün secebilme ,"Zaman kazan?yorum, evde ve bo? vakitlerimde tercih ederim edebiliyorum",avm veya ma?aza gezmeyi sevmiyorum ,baz? internet siteleri  be?enmedi?inde iade seçene?i sunuyor,d??ar?dan almaya ü?eniyorum xD,eBay CEO'su Oget Kantarc? eski dostumdur. Para yabanc?ya gitmesin diye internetten al??veri? yap?yorum. :),iade süreçlerinin daha iyi olmas? ve direk aya??ma gelmesi,zaman kazanmak zaman çok de?erli,Çok fazla al??veri?e zaman ay?ramad???m için,Reading reviews possibility before buying the product ,"Ü?engeçlik, ürünün tükenmesi korkusu, ürüne hemen sahip olma iste?i",Anne / Bebek / Oyuncak,Bira kiti,Cinsel sa?l?k ürünleri,Digital Music / Digital Film / Digital Game ,E-sigara mamülleri,Housewares,Pet Products,Financial Services / Insurance Purchase ,Giyim ,Clothing/Shoes,Giyim ve elektronik,"Fast-moving consumer goods (Food, Beverage etc.) ",Book,Personal Care & Cosmetics ,"K?rtasiye ürünleri (defter, kalem gibi)",K?yafet,Motosiklet aksesuar?,Jewelry ,Music / Film / Hobby / Game ,Car Accessories,Travel (Transportation / Accommodation) ,Sports and Cultural Activity Tickets ,Technology / Electronics ,Food Order,hobi,Online Education,Flowers / Chocolate ,HepsiBurada,Trendyol,Gittigidiyor,sahibinden,n11,Yemeksepeti,aliexpress,migros sanal market,ebebek,amazon,teknosa,kitapyurdu,morhipo,çiçeksepeti,d&r,watsons,lcwaikiki,boyner,carrefoursa,epttavm,Getir,Banabi,Bakkaldan,Kapgel,Di?er,allow Site to save card infos,Following campaign days,Free shipment effect decision,Do you compare prices before your purchases?,Does offering special offers affect your shopping decision? ,Do you give feedback after your purchases? ,BKM,Bank Card,EFT / Transfer,Garantipay,Cash on Delivery,Credit Card,Multinet,Nakit,Online ödeme,SWIFT,Sanal Kart,Sanal kart,Sanal kart ,Ticket,Ticket Kart,Yemek kart? (Sodexo vs.),sanal kart,Aras Kargo,MNG Kargo,Sürat Kargo,Yurtiçi Kargo,PTT Kargo,UPS,Turkey based or no would affect,Physical place affect,Aile üyeleri tavsiyesi,Arkada?lar?n tavsiyeleri,Blogger,Daha önce alanlar?n de?erlendirmeleri,Forum sitelerindeki yorumlar.,Geçmi? Tecrübelerim,Ilgimi çektikten sonra açar okurum,Influencerlar,Kitap tavsiyesi için 1000kitap sitesi ve youtubedaki kitap yorumcular?n? takip ediyorum,Kullanlarin yorumlar?,Kullan?c? yorumlar? forum ve videolar,PETA’n?n düzenli olarak güncellenen marka listesine göre al??veri? yapmaya çal???yorum.,Reklamlar,Sat?? elemanlar?,Site yorumlar?,Sözlük ve baz? blog yorumlar?,Televizyon programlar? ve uzman tavsiyeleri,YOUTUBE,Youtube review videolar?,Youtube ürün incelemeleri.,Youtube’da review eden yabanc? youtuberlar,Ürün kataloglar?,Ürün üzerindeki bilgi etiketleri,Ürün/hizmet hakk?nda bilgi veren internet siteleri,?htiyac,"?lan Panolar?, el ilanlar?, afi?ler v.b.",?nstagram sayfalar? ve youtube
1,1,46,2,4,0,0,0,0,3,200,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,0,1,Hay?r,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2,0,46,2,4,0,0,0,0,3,200,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,Hay?r,Hay?r,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,46,2,4,0,0,0,0,3,200,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,4,1,Hay?r,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,1,25,2,4,0,0,0,0,3,200,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,4,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,46,2,4,1,104,101,1,2,200,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,3,4,2,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,Hay?r,Hay?r,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,46,2,4,0,0,0,0,3,200,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,1,46,2,4,0,0,0,0,4,203,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1,1,46,2,4,0,0,0,0,3,200,0,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,3,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,0,46,2,4,0,0,0,0,3,203,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,2,0,0,0,0,1,2,4,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,Hay?r,Hay?r,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
2,0,46,2,4,0,0,0,0,2,200,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,4,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,Hay?r,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
2,0,46,2,4,1,105,105,12,3,200,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,46,2,4,0,0,0,0,1,205,4,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,4,4,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,Hay?r,Evet,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
3,0,8,2,6,1,106,105,8,4,200,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Hay?r,Hay?r,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,1,46,2,4,0,0,0,0,1,200,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,Evet,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2,0,7,2,4,0,0,0,0,2,203,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,1,1,2,4,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,Hay?r,Hay?r,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2,1,7,2,4,0,0,0,0,3,200,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,0,1,Hay?r,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
